date,name,population,cases,cumulative_cases,deaths,cumulative_deaths,tests,cumulative_tests
2022-12-07,California,40129160,9130,10781115,48,97591,100428,191903484
2022-12-08,California,40129160,8460,10789575,47,97638,97420,192000904
2022-12-09,California,40129160,8032,10797607,41,97679,85114,192086018
2022-12-10,California,40129160,5448,10803055,54,97733,44946,192130964
2022-12-11,California,40129160,4841,10807896,53,97786,39699,192170663
2022-12-12,California,40129160,10373,10818269,52,97838,125858,192296521
2022-12-13,California,40129160,8930,10827199,43,97881,112529,192409050
2022-12-14,California,40129160,8224,10835423,49,97930,94093,192503143
2022-12-15,California,40129160,7582,10843005,31,97961,91205,192594348
2022-12-16,California,40129160,6963,10849968,45,98006,80737,192675085
2022-12-17,California,40129160,4979,10854947,47,98053,41192,192716277
2022-12-18,California,40129160,4487,10859434,53,98106,38059,192754336
2022-12-19,California,40129160,9409,10868843,49,98155,107851,192862187
2022-12-20,California,40129160,8635,10877478,57,98212,94848,192957035
2022-12-21,California,40129160,8034,10885512,64,98276,79156,193036191
2022-12-22,California,40129160,7622,10893134,44,98320,76068,193112259
2022-12-23,California,40129160,6815,10899949,63,98383,60234,193172493
2022-12-24,California,40129160,4003,10903952,53,98436,28419,193200912
2022-12-25,California,40129160,2843,10906795,62,98498,19917,193220829
2022-12-26,California,40129160,7202,10913997,54,98552,58688,193279517
2022-12-27,California,40129160,9798,10923795,58,98610,97745,193377262
2022-12-28,California,40129160,8683,10932478,49,98659,76533,193453795
2022-12-29,California,40129160,7623,10940101,48,98707,71321,193525116
2022-12-30,California,40129160,6716,10946817,63,98770,61157,193586273
2022-12-31,California,40129160,3784,10950601,39,98809,30512,193616785
2023-01-01,California,40129160,2755,10953356,43,98852,21631,193638416
2023-01-02,California,40129160,5553,10958909,40,98892,61583,193699999
2023-01-03,California,40129160,7358,10966267,47,98939,107087,193807086
2023-01-04,California,40129160,5789,10972056,51,98990,80820,193887906
2023-01-05,California,40129160,4932,10976988,53,99043,71589,193959495
2023-01-06,California,40129160,4905,10981893,59,99102,71775,194031270
2023-01-07,California,40129160,3165,10985058,35,99137,38220,194069490
2023-01-08,California,40129160,2678,10987736,29,99166,34354,194103844
2023-01-09,California,40129160,4765,10992501,45,99211,97482,194201326
2023-01-10,California,40129160,3763,10996264,48,99259,85613,194286939
2023-01-11,California,40129160,3730,10999994,32,99291,78375,194365314
2023-01-12,California,40129160,3254,11003248,54,99345,70934,194436248
2023-01-13,California,40129160,3023,11006271,44,99389,61745,194497993
2023-01-14,California,40129160,1958,11008229,40,99429,29830,194527823
2023-01-15,California,40129160,1851,11010080,39,99468,28108,194555931
2023-01-16,California,40129160,2692,11012772,39,99507,57785,194613716
2023-01-17,California,40129160,3503,11016275,32,99539,99683,194713399
2023-01-18,California,40129160,2987,11019262,35,99574,77425,194790824
2023-01-19,California,40129160,2724,11021986,27,99601,71292,194862116
2023-01-20,California,40129160,2521,11024507,36,99637,62056,194924172
2023-01-21,California,40129160,1753,11026260,30,99667,29952,194954124
2023-01-22,California,40129160,1725,11027985,24,99691,28060,194982184
2023-01-23,California,40129160,3210,11031195,33,99724,86512,195068696
2023-01-24,California,40129160,3165,11034360,36,99760,82136,195150832
2023-01-25,California,40129160,3031,11037391,27,99787,72373,195223205
2023-01-26,California,40129160,2756,11040147,31,99818,65675,195288880
2023-01-27,California,40129160,2826,11042973,25,99843,57799,195346679
2023-01-28,California,40129160,1975,11044948,25,99868,30543,195377222
2023-01-29,California,40129160,1874,11046822,20,99888,28438,195405660
2023-01-30,California,40129160,3646,11050468,20,99908,85545,195491205
2023-01-31,California,40129160,3407,11053875,31,99939,78503,195569708
2023-02-01,California,40129160,3271,11057146,18,99957,68182,195637890
2023-02-02,California,40129160,3070,11060216,19,99976,64728,195702618
2023-02-03,California,40129160,2912,11063128,13,99989,57547,195760165
2023-02-04,California,40129160,2122,11065250,19,100008,29618,195789783
2023-02-05,California,40129160,2113,11067363,20,100028,27836,195817619
2023-02-06,California,40129160,4141,11071504,23,100051,82346,195899965
2023-02-07,California,40129160,3498,11075002,12,100063,72795,195972760
2023-02-08,California,40129160,3424,11078426,14,100077,65629,196038389
2023-02-09,California,40129160,3131,11081557,12,100089,61836,196100225
2023-02-10,California,40129160,3033,11084590,14,100103,57100,196157325
2023-02-11,California,40129160,2122,11086712,12,100115,27208,196184533
2023-02-12,California,40129160,1980,11088692,8,100123,25935,196210468
2023-02-13,California,40129160,3720,11092412,8,100131,76409,196286877
2023-02-14,California,40129160,3229,11095641,17,100148,67419,196354296
2023-02-15,California,40129160,3131,11098772,9,100157,63215,196417511
2023-02-16,California,40129160,3022,11101794,13,100170,58932,196476443
2023-02-17,California,40129160,2783,11104577,4,100174,50540,196526983
2023-02-18,California,40129160,1889,11106466,8,100182,26221,196553204
2023-02-19,California,40129160,1901,11108367,8,100190,25520,196578724
2023-02-20,California,40129160,2805,11111172,6,100196,50973,196629697
2023-02-21,California,40129160,3791,11114963,6,100202,75341,196705038
2023-02-22,California,40129160,3084,11118047,4,100206,59023,196764061
2023-02-23,California,40129160,2822,11120869,3,100209,56328,196820389
2023-02-24,California,40129160,2323,11123192,0,100209,44377,196864766
2023-02-25,California,40129160,1404,11124596,1,100210,20284,196885050
2023-02-26,California,40129160,1088,11125684,5,100215,13705,196898755
2023-02-27,California,40129160,930,11126614,0,100215,13383,196912138
2023-02-28,California,40129160,0,11126614,0,100215,0,196912138
